"","FACILITYID","JUVENILE","SUSP","KNOWN","DIFF"
"1","10002798","NOT_JUVENILE",FALSE,FALSE,FALSE
"2","10002796","JUVENILE",TRUE,FALSE,TRUE
"3","10002836","NOT_JUVENILE",FALSE,FALSE,FALSE
"4","10003033","NOT_JUVENILE",TRUE,FALSE,TRUE
"5","10006288","JUVENILE",FALSE,FALSE,FALSE
"6","10005438","NOT_JUVENILE",FALSE,FALSE,FALSE
"7","10004413","NOT_JUVENILE",TRUE,FALSE,TRUE
"8","10003100","NOT_JUVENILE",TRUE,FALSE,TRUE
"9","10006806","NOT_JUVENILE",FALSE,FALSE,FALSE
"10","10005221","NOT_JUVENILE",TRUE,FALSE,TRUE
"11","10005850","NOT_JUVENILE",FALSE,FALSE,FALSE
"12","10005872","NOT_JUVENILE",TRUE,FALSE,TRUE
"13","10005564","NOT_JUVENILE",FALSE,FALSE,FALSE
"14","10004389","NOT_JUVENILE",TRUE,FALSE,TRUE
"15","10001287","JUVENILE",TRUE,FALSE,TRUE
"16","10005772","JUVENILE",TRUE,FALSE,TRUE
"17","10006287","JUVENILE",FALSE,FALSE,FALSE
"18","10001675","NOT_JUVENILE",FALSE,FALSE,FALSE
"19","10006914","NOT_JUVENILE",TRUE,FALSE,TRUE
"20","10005396","NOT_JUVENILE",FALSE,FALSE,FALSE
"21","10005885","NOT_JUVENILE",FALSE,FALSE,FALSE
"22","10002698","NOT_JUVENILE",TRUE,FALSE,TRUE
"23","10002832","NOT_JUVENILE",FALSE,FALSE,FALSE
"24","10002833","JUVENILE",FALSE,FALSE,FALSE
"25","10004420","NOT_JUVENILE",FALSE,FALSE,FALSE
"26","10006014","NOT_JUVENILE",TRUE,FALSE,TRUE
"27","10001789","NOT_JUVENILE",FALSE,FALSE,FALSE
"28","10004391","NOT_JUVENILE",FALSE,FALSE,FALSE
"29","10002932","NOT_JUVENILE",FALSE,FALSE,FALSE
"30","10005223","NOT_JUVENILE",TRUE,FALSE,TRUE
"31","10005500","NOT_JUVENILE",TRUE,FALSE,TRUE
"32","10004187","NOT_JUVENILE",TRUE,FALSE,TRUE
"33","10006915","NOT_JUVENILE",TRUE,FALSE,TRUE
"34","10001613","NOT_JUVENILE",TRUE,FALSE,TRUE
"35","10005388","NOT_JUVENILE",FALSE,FALSE,FALSE
"36","10004362","NOT_JUVENILE",FALSE,FALSE,FALSE
"37","10002745","NOT_JUVENILE",FALSE,FALSE,FALSE
"38","10002907","NOT_JUVENILE",TRUE,FALSE,TRUE
"39","10000727","NOT_JUVENILE",FALSE,FALSE,FALSE
"40","10005513","NOT_JUVENILE",FALSE,FALSE,FALSE
"41","10005502","NOT_JUVENILE",FALSE,FALSE,FALSE
"42","10002834","NOT_JUVENILE",FALSE,FALSE,FALSE
"43","10002852","NOT_JUVENILE",TRUE,FALSE,TRUE
"44","10006643","JUVENILE",FALSE,FALSE,FALSE
"45","10006642","JUVENILE",FALSE,FALSE,FALSE
"46","10004046","NOT_JUVENILE",FALSE,FALSE,FALSE
"47","10005390","NOT_JUVENILE",FALSE,FALSE,FALSE
"48","10005389","NOT_JUVENILE",TRUE,FALSE,TRUE
"49","10006476","NOT_JUVENILE",FALSE,FALSE,FALSE
"50","10003448","NOT_JUVENILE",TRUE,FALSE,TRUE
"51","10005407","NOT_JUVENILE",TRUE,FALSE,TRUE
"52","10005544","NOT_JUVENILE",FALSE,FALSE,FALSE
"53","10003477","NOT_JUVENILE",FALSE,FALSE,FALSE
"54","10004265","NOT_JUVENILE",FALSE,FALSE,FALSE
"55","10000729","JUVENILE",FALSE,FALSE,FALSE
"56","10001994","NOT_JUVENILE",TRUE,FALSE,TRUE
"57","10003452","NOT_JUVENILE",TRUE,FALSE,TRUE
"58","10003471","NOT_JUVENILE",FALSE,FALSE,FALSE
"59","10002616","NOT_JUVENILE",TRUE,FALSE,TRUE
"60","10003450","NOT_JUVENILE",TRUE,FALSE,TRUE
"61","10003486","JUVENILE",FALSE,FALSE,FALSE
"62","10003455","JUVENILE",FALSE,FALSE,FALSE
"63","10006452","NOT_JUVENILE",TRUE,FALSE,TRUE
"64","10003380","NOT_JUVENILE",TRUE,FALSE,TRUE
"65","10004381","NOT_JUVENILE",FALSE,FALSE,FALSE
"66","10006808","NOT_JUVENILE",FALSE,FALSE,FALSE
"67","10001628","NOT_JUVENILE",TRUE,FALSE,TRUE
"68","10001634","NOT_JUVENILE",TRUE,FALSE,TRUE
"69","10003460","JUVENILE",TRUE,FALSE,TRUE
"70","10003570","NOT_JUVENILE",FALSE,FALSE,FALSE
"71","10003488","JUVENILE",TRUE,FALSE,TRUE
"72","10003090","JUVENILE",TRUE,FALSE,TRUE
"73","10003483","JUVENILE",FALSE,FALSE,FALSE
"74","10003472","JUVENILE",TRUE,FALSE,TRUE
"75","10003479","JUVENILE",TRUE,FALSE,TRUE
"76","10002709","JUVENILE",FALSE,FALSE,FALSE
"77","10003435","NOT_JUVENILE",TRUE,FALSE,TRUE
"78","10005512","NOT_JUVENILE",FALSE,FALSE,FALSE
"79","10005382","NOT_JUVENILE",FALSE,FALSE,FALSE
"80","10005395","NOT_JUVENILE",FALSE,FALSE,FALSE
"81","10001702","NOT_JUVENILE",FALSE,FALSE,FALSE
"82","10002185","NOT_JUVENILE",TRUE,FALSE,TRUE
"83","10003469","NOT_JUVENILE",FALSE,FALSE,FALSE
"84","10003427","NOT_JUVENILE",TRUE,FALSE,TRUE
"85","10006838","JUVENILE",TRUE,FALSE,TRUE
"86","10003454","NOT_JUVENILE",TRUE,FALSE,TRUE
"87","10003482","NOT_JUVENILE",FALSE,FALSE,FALSE
"88","10005448","NOT_JUVENILE",FALSE,FALSE,FALSE
"89","10005510","NOT_JUVENILE",FALSE,FALSE,FALSE
"90","10005880","NOT_JUVENILE",FALSE,FALSE,FALSE
"91","10006809","NOT_JUVENILE",TRUE,FALSE,TRUE
"92","10001762","NOT_JUVENILE",TRUE,FALSE,TRUE
"93","10003464","NOT_JUVENILE",TRUE,FALSE,TRUE
"94","10003465","NOT_JUVENILE",TRUE,FALSE,TRUE
"95","10003379","NOT_JUVENILE",FALSE,FALSE,FALSE
"96","10003361","NOT_JUVENILE",TRUE,FALSE,TRUE
"97","10002617","NOT_JUVENILE",FALSE,FALSE,FALSE
"98","10003453","JUVENILE",TRUE,FALSE,TRUE
"99","10000985","NOT_JUVENILE",FALSE,FALSE,FALSE
"100","10001701","JUVENILE",TRUE,FALSE,TRUE
"101","10004063","NOT_JUVENILE",FALSE,FALSE,FALSE
"102","10006810","JUVENILE",TRUE,FALSE,TRUE
"103","10003447","JUVENILE",TRUE,FALSE,TRUE
"104","10003461","JUVENILE",TRUE,FALSE,TRUE
"105","10001699","JUVENILE",FALSE,FALSE,FALSE
"106","10002934","NOT_JUVENILE",TRUE,FALSE,TRUE
"107","10005890","NOT_JUVENILE",FALSE,FALSE,FALSE
"108","10005905","NOT_JUVENILE",FALSE,FALSE,FALSE
"109","10001672","NOT_JUVENILE",TRUE,FALSE,TRUE
"110","10005432","NOT_JUVENILE",TRUE,FALSE,TRUE
"111","10005844","NOT_JUVENILE",FALSE,FALSE,FALSE
"112","10005845","NOT_JUVENILE",FALSE,FALSE,FALSE
"113","10005873","NOT_JUVENILE",FALSE,FALSE,FALSE
"114","10005855","NOT_JUVENILE",FALSE,FALSE,FALSE
"115","10005464","NOT_JUVENILE",FALSE,FALSE,FALSE
"116","10005582","NOT_JUVENILE",FALSE,FALSE,FALSE
"117","10005900","NOT_JUVENILE",FALSE,FALSE,FALSE
"118","10004144","NOT_JUVENILE",TRUE,FALSE,TRUE
"119","10005893","NOT_JUVENILE",TRUE,FALSE,TRUE
"120","10005869","NOT_JUVENILE",FALSE,FALSE,FALSE
"121","10005393","NOT_JUVENILE",FALSE,FALSE,FALSE
"122","10003288","JUVENILE",TRUE,FALSE,TRUE
"123","10004397","NOT_JUVENILE",FALSE,FALSE,FALSE
"124","10005475","NOT_JUVENILE",FALSE,FALSE,FALSE
"125","10004302","NOT_JUVENILE",FALSE,FALSE,FALSE
"126","10004299","NOT_JUVENILE",FALSE,FALSE,FALSE
"127","10006040","NOT_JUVENILE",TRUE,FALSE,TRUE
"128","10006021","NOT_JUVENILE",FALSE,FALSE,FALSE
"129","10006041","NOT_JUVENILE",FALSE,FALSE,FALSE
"130","10005846","NOT_JUVENILE",TRUE,FALSE,TRUE
"131","10003222","NOT_JUVENILE",TRUE,FALSE,TRUE
"132","10006273","NOT_JUVENILE",TRUE,FALSE,TRUE
"133","10004957","NOT_JUVENILE",FALSE,FALSE,FALSE
"134","10001080","NOT_JUVENILE",TRUE,FALSE,TRUE
"135","10001082","NOT_JUVENILE",FALSE,FALSE,FALSE
"136","10001091","NOT_JUVENILE",FALSE,FALSE,FALSE
"137","10004047","NOT_JUVENILE",FALSE,FALSE,FALSE
"138","10001090","NOT_JUVENILE",TRUE,FALSE,TRUE
"139","10006029","NOT_JUVENILE",FALSE,FALSE,FALSE
"140","10006016","NOT_JUVENILE",FALSE,FALSE,FALSE
"141","10006252","NOT_JUVENILE",FALSE,FALSE,FALSE
"142","10002926","JUVENILE",FALSE,FALSE,FALSE
"143","10006049","NOT_JUVENILE",FALSE,FALSE,FALSE
"144","10005857","NOT_JUVENILE",FALSE,FALSE,FALSE
"145","10002180","NOT_JUVENILE",TRUE,FALSE,TRUE
"146","10005939","NOT_JUVENILE",TRUE,FALSE,TRUE
"147","10006927","NOT_JUVENILE",FALSE,FALSE,FALSE
"148","10001266","NOT_JUVENILE",TRUE,FALSE,TRUE
"149","10003577","NOT_JUVENILE",TRUE,FALSE,TRUE
"150","10004401","NOT_JUVENILE",TRUE,FALSE,TRUE
"151","10002875","NOT_JUVENILE",FALSE,FALSE,FALSE
"152","10006133","NOT_JUVENILE",FALSE,FALSE,FALSE
"153","10005942","NOT_JUVENILE",TRUE,FALSE,TRUE
"154","10004355","NOT_JUVENILE",FALSE,FALSE,FALSE
"155","10006839","JUVENILE",TRUE,FALSE,TRUE
"156","10006025","NOT_JUVENILE",TRUE,FALSE,TRUE
"157","10003563","NOT_JUVENILE",TRUE,FALSE,TRUE
"158","10005943","NOT_JUVENILE",TRUE,FALSE,TRUE
"159","10003564","NOT_JUVENILE",FALSE,FALSE,FALSE
"160","10004093","NOT_JUVENILE",TRUE,FALSE,TRUE
"161","10005507","NOT_JUVENILE",FALSE,FALSE,FALSE
"162","10004630","NOT_JUVENILE",TRUE,FALSE,TRUE
"163","10002766","NOT_JUVENILE",TRUE,FALSE,TRUE
"164","10001267","NOT_JUVENILE",FALSE,FALSE,FALSE
"165","10005946","NOT_JUVENILE",TRUE,FALSE,TRUE
"166","10006236","NOT_JUVENILE",FALSE,FALSE,FALSE
"167","10000167","NOT_JUVENILE",TRUE,FALSE,TRUE
"168","10006841","NOT_JUVENILE",TRUE,FALSE,TRUE
"169","10001998","NOT_JUVENILE",TRUE,FALSE,TRUE
"170","10004422","NOT_JUVENILE",FALSE,FALSE,FALSE
"171","10002952","NOT_JUVENILE",TRUE,FALSE,TRUE
"172","10005138","NOT_JUVENILE",TRUE,FALSE,TRUE
"173","10002842","NOT_JUVENILE",TRUE,TRUE,FALSE
"174","10003275","JUVENILE",TRUE,FALSE,TRUE
"175","10004247","NOT_JUVENILE",FALSE,FALSE,FALSE
"176","10006916","NOT_JUVENILE",FALSE,FALSE,FALSE
"177","10002848","NOT_JUVENILE",TRUE,FALSE,TRUE
"178","10006842","JUVENILE",FALSE,FALSE,FALSE
"179","10004342","NOT_JUVENILE",TRUE,FALSE,TRUE
"180","10006874","JUVENILE",FALSE,FALSE,FALSE
"181","10006918","NOT_JUVENILE",TRUE,FALSE,TRUE
"182","10006449","JUVENILE",TRUE,FALSE,TRUE
"183","10000181","NOT_JUVENILE",FALSE,FALSE,FALSE
"184","10004370","NOT_JUVENILE",TRUE,FALSE,TRUE
"185","10002708","NOT_JUVENILE",FALSE,FALSE,FALSE
"186","10001859","NOT_JUVENILE",TRUE,FALSE,TRUE
"187","10006935","JUVENILE",TRUE,FALSE,TRUE
"188","10004024","NOT_JUVENILE",TRUE,FALSE,TRUE
"189","10001574","NOT_JUVENILE",FALSE,FALSE,FALSE
"190","10006936","JUVENILE",TRUE,FALSE,TRUE
"191","10006938","NOT_JUVENILE",FALSE,FALSE,FALSE
"192","10003481","NOT_JUVENILE",FALSE,FALSE,FALSE
"193","10003446","NOT_JUVENILE",TRUE,FALSE,TRUE
"194","10001936","NOT_JUVENILE",TRUE,FALSE,TRUE
"195","10006939","NOT_JUVENILE",TRUE,FALSE,TRUE
"196","10006282","NOT_JUVENILE",FALSE,FALSE,FALSE
"197","10006303","NOT_JUVENILE",FALSE,FALSE,FALSE
"198","10006844","JUVENILE",FALSE,FALSE,FALSE
"199","10002977","NOT_JUVENILE",FALSE,FALSE,FALSE
"200","10004134","JUVENILE",FALSE,FALSE,FALSE
"201","10001119","NOT_JUVENILE",TRUE,FALSE,TRUE
"202","10003474","NOT_JUVENILE",TRUE,FALSE,TRUE
"203","10006305","NOT_JUVENILE",FALSE,FALSE,FALSE
"204","10001925","NOT_JUVENILE",FALSE,FALSE,FALSE
"205","10001858","NOT_JUVENILE",TRUE,FALSE,TRUE
"206","10005131","NOT_JUVENILE",FALSE,FALSE,FALSE
"207","10006845","JUVENILE",TRUE,FALSE,TRUE
"208","10003269","NOT_JUVENILE",FALSE,FALSE,FALSE
"209","10002028","JUVENILE",TRUE,FALSE,TRUE
"210","10003457","NOT_JUVENILE",FALSE,FALSE,FALSE
"211","10003456","NOT_JUVENILE",FALSE,FALSE,FALSE
"212","10005745","NOT_JUVENILE",FALSE,FALSE,FALSE
"213","10002973","NOT_JUVENILE",TRUE,TRUE,FALSE
"214","10002966","JUVENILE",TRUE,FALSE,TRUE
"215","10002959","NOT_JUVENILE",TRUE,TRUE,FALSE
"216","10003470","NOT_JUVENILE",TRUE,FALSE,TRUE
"217","10006956","JUVENILE",FALSE,FALSE,FALSE
"218","10005938","NOT_JUVENILE",TRUE,FALSE,TRUE
"219","10006957","JUVENILE",TRUE,FALSE,TRUE
"220","10001590","NOT_JUVENILE",FALSE,FALSE,FALSE
"221","10002276","NOT_JUVENILE",FALSE,FALSE,FALSE
"222","10001985","NOT_JUVENILE",TRUE,FALSE,TRUE
"223","10003478","NOT_JUVENILE",FALSE,FALSE,FALSE
"224","10005768","NOT_JUVENILE",FALSE,FALSE,FALSE
"225","10003485","NOT_JUVENILE",FALSE,FALSE,FALSE
"226","10005526","NOT_JUVENILE",FALSE,FALSE,FALSE
"227","10005505","NOT_JUVENILE",TRUE,FALSE,TRUE
"228","10005899","NOT_JUVENILE",FALSE,FALSE,FALSE
"229","10003065","NOT_JUVENILE",FALSE,FALSE,FALSE
"230","10002268","NOT_JUVENILE",TRUE,FALSE,TRUE
"231","10000356","NOT_JUVENILE",TRUE,FALSE,TRUE
"232","10003462","NOT_JUVENILE",TRUE,FALSE,TRUE
"233","10003480","NOT_JUVENILE",FALSE,FALSE,FALSE
"234","10006923","NOT_JUVENILE",TRUE,FALSE,TRUE
"235","10002275","NOT_JUVENILE",FALSE,FALSE,FALSE
"236","10002270","NOT_JUVENILE",FALSE,FALSE,FALSE
"237","10002271","NOT_JUVENILE",TRUE,FALSE,TRUE
"238","10006875","NOT_JUVENILE",FALSE,FALSE,FALSE
"239","10000187","NOT_JUVENILE",FALSE,FALSE,FALSE
"240","10002941","NOT_JUVENILE",FALSE,FALSE,FALSE
"241","10000186","NOT_JUVENILE",FALSE,FALSE,FALSE
"242","10000205","NOT_JUVENILE",FALSE,FALSE,FALSE
"243","10002816","NOT_JUVENILE",TRUE,FALSE,TRUE
"244","10000257","NOT_JUVENILE",FALSE,FALSE,FALSE
"245","10006313","NOT_JUVENILE",TRUE,TRUE,FALSE
"246","10006924","NOT_JUVENILE",TRUE,TRUE,FALSE
"247","10004143","NOT_JUVENILE",FALSE,FALSE,FALSE
"248","10003270","NOT_JUVENILE",FALSE,FALSE,FALSE
"249","10003979","JUVENILE",TRUE,TRUE,FALSE
"250","10006847","NOT_JUVENILE",TRUE,FALSE,TRUE
"251","10003982","NOT_JUVENILE",TRUE,FALSE,TRUE
"252","10002266","NOT_JUVENILE",TRUE,FALSE,TRUE
"253","10001495","NOT_JUVENILE",FALSE,FALSE,FALSE
"254","10002277","JUVENILE",FALSE,FALSE,FALSE
"255","10005678","NOT_JUVENILE",FALSE,FALSE,FALSE
"256","10005677","NOT_JUVENILE",FALSE,FALSE,FALSE
"257","10003630","NOT_JUVENILE",TRUE,FALSE,TRUE
"258","10007002","NOT_JUVENILE",FALSE,FALSE,FALSE
"259","10003058","NOT_JUVENILE",FALSE,FALSE,FALSE
"260","10002265","NOT_JUVENILE",FALSE,FALSE,FALSE
"261","10003104","NOT_JUVENILE",TRUE,FALSE,TRUE
"262","10006925","NOT_JUVENILE",TRUE,FALSE,TRUE
"263","10003043","NOT_JUVENILE",TRUE,FALSE,TRUE
"264","10004146","NOT_JUVENILE",FALSE,FALSE,FALSE
"265","10007016","JUVENILE",TRUE,FALSE,TRUE
"266","10003042","JUVENILE",FALSE,FALSE,FALSE
"267","10006926","NOT_JUVENILE",TRUE,FALSE,TRUE
"268","10003105","NOT_JUVENILE",TRUE,FALSE,TRUE
"269","10006646","JUVENILE",TRUE,FALSE,TRUE
"270","10006647","JUVENILE",FALSE,FALSE,FALSE
"271","10004432","NOT_JUVENILE",FALSE,FALSE,FALSE
"272","10004438","NOT_JUVENILE",FALSE,FALSE,FALSE
"273","10005492","NOT_JUVENILE",TRUE,FALSE,TRUE
"274","10004359","NOT_JUVENILE",FALSE,FALSE,FALSE
"275","10002998","NOT_JUVENILE",FALSE,FALSE,FALSE
"276","10006392","NOT_JUVENILE",FALSE,FALSE,FALSE
"277","10005490","NOT_JUVENILE",FALSE,FALSE,FALSE
"278","10005476","NOT_JUVENILE",TRUE,FALSE,TRUE
"279","10003573","JUVENILE",TRUE,FALSE,TRUE
"280","10004412","NOT_JUVENILE",FALSE,FALSE,FALSE
"281","10005495","NOT_JUVENILE",TRUE,FALSE,TRUE
"282","10002756","NOT_JUVENILE",FALSE,FALSE,FALSE
"283","10005482","NOT_JUVENILE",FALSE,FALSE,FALSE
"284","10005463","NOT_JUVENILE",FALSE,FALSE,FALSE
"285","10005479","NOT_JUVENILE",FALSE,FALSE,FALSE
"286","10001268","NOT_JUVENILE",TRUE,FALSE,TRUE
"287","10004408","NOT_JUVENILE",FALSE,FALSE,FALSE
"288","10006051","NOT_JUVENILE",FALSE,FALSE,FALSE
"289","10006054","NOT_JUVENILE",FALSE,FALSE,FALSE
"290","10002925","NOT_JUVENILE",TRUE,FALSE,TRUE
"291","10006026","NOT_JUVENILE",TRUE,FALSE,TRUE
"292","10006013","NOT_JUVENILE",TRUE,FALSE,TRUE
"293","10005734","NOT_JUVENILE",TRUE,FALSE,TRUE
"294","10006043","NOT_JUVENILE",TRUE,FALSE,TRUE
"295","10006046","NOT_JUVENILE",FALSE,FALSE,FALSE
"296","10006840","JUVENILE",TRUE,TRUE,FALSE
"297","10002961","JUVENILE",TRUE,FALSE,TRUE
"298","10001278","NOT_JUVENILE",FALSE,FALSE,FALSE
"299","10003325","NOT_JUVENILE",TRUE,TRUE,FALSE
"300","10002841","NOT_JUVENILE",TRUE,FALSE,TRUE
"301","10002820","NOT_JUVENILE",TRUE,FALSE,TRUE
"302","10002981","NOT_JUVENILE",TRUE,FALSE,TRUE
"303","10002922","NOT_JUVENILE",TRUE,FALSE,TRUE
"304","10005134","NOT_JUVENILE",FALSE,FALSE,FALSE
"305","10002962","NOT_JUVENILE",TRUE,FALSE,TRUE
"306","10006917","NOT_JUVENILE",TRUE,FALSE,TRUE
"307","10002963","JUVENILE",TRUE,FALSE,TRUE
"308","10002984","NOT_JUVENILE",TRUE,FALSE,TRUE
"309","10002895","NOT_JUVENILE",TRUE,FALSE,TRUE
"310","10005503","NOT_JUVENILE",TRUE,FALSE,TRUE
"311","10001308","NOT_JUVENILE",TRUE,FALSE,TRUE
"312","10004364","NOT_JUVENILE",TRUE,FALSE,TRUE
"313","10002985","NOT_JUVENILE",TRUE,FALSE,TRUE
"314","10001252","JUVENILE",TRUE,TRUE,FALSE
"315","10005729","NOT_JUVENILE",FALSE,FALSE,FALSE
"316","10006919","NOT_JUVENILE",TRUE,TRUE,FALSE
"317","10002837","JUVENILE",TRUE,FALSE,TRUE
"318","10006843","JUVENILE",TRUE,FALSE,TRUE
"319","10002910","NOT_JUVENILE",FALSE,FALSE,FALSE
"320","10000170","NOT_JUVENILE",TRUE,FALSE,TRUE
"321","10002899","NOT_JUVENILE",FALSE,FALSE,FALSE
"322","10006920","NOT_JUVENILE",TRUE,FALSE,TRUE
"323","10003072","JUVENILE",TRUE,FALSE,TRUE
"324","10002983","NOT_JUVENILE",FALSE,FALSE,FALSE
"325","10002978","NOT_JUVENILE",FALSE,FALSE,FALSE
"326","10001866","NOT_JUVENILE",TRUE,FALSE,TRUE
"327","10005758","NOT_JUVENILE",FALSE,FALSE,FALSE
"328","10006614","NOT_JUVENILE",TRUE,FALSE,TRUE
"329","10001980","JUVENILE",FALSE,FALSE,FALSE
"330","10005577","NOT_JUVENILE",FALSE,FALSE,FALSE
"331","10002384","JUVENILE",FALSE,FALSE,FALSE
"332","10006921","NOT_JUVENILE",FALSE,FALSE,FALSE
"333","10005746","JUVENILE",FALSE,FALSE,FALSE
"334","10003093","NOT_JUVENILE",TRUE,FALSE,TRUE
"335","10005744","JUVENILE",TRUE,FALSE,TRUE
"336","10005757","NOT_JUVENILE",FALSE,FALSE,FALSE
"337","10005233","NOT_JUVENILE",TRUE,FALSE,TRUE
"338","10006922","NOT_JUVENILE",TRUE,FALSE,TRUE
"339","10006846","NOT_JUVENILE",TRUE,FALSE,TRUE
"340","10003981","NOT_JUVENILE",TRUE,FALSE,TRUE
"341","10005762","NOT_JUVENILE",TRUE,FALSE,TRUE
"342","10001794","NOT_JUVENILE",FALSE,FALSE,FALSE
"343","10003098","NOT_JUVENILE",TRUE,FALSE,TRUE
"344","10005234","JUVENILE",TRUE,FALSE,TRUE
"345","10002269","NOT_JUVENILE",FALSE,FALSE,FALSE
"346","10002267","NOT_JUVENILE",TRUE,FALSE,TRUE
"347","10003118","NOT_JUVENILE",FALSE,FALSE,FALSE
"348","10003120","NOT_JUVENILE",FALSE,FALSE,FALSE
"349","10005228","NOT_JUVENILE",FALSE,FALSE,FALSE
"350","10006308","NOT_JUVENILE",FALSE,FALSE,FALSE
"351","10003061","NOT_JUVENILE",FALSE,FALSE,FALSE
"352","10003099","NOT_JUVENILE",TRUE,FALSE,TRUE
"353","10001912","NOT_JUVENILE",FALSE,FALSE,FALSE
"354","10003049","NOT_JUVENILE",TRUE,FALSE,TRUE
"355","10003063","NOT_JUVENILE",FALSE,FALSE,FALSE
"356","10003102","NOT_JUVENILE",FALSE,FALSE,FALSE
"357","10003097","NOT_JUVENILE",FALSE,FALSE,FALSE
"358","10006462","NOT_JUVENILE",TRUE,FALSE,TRUE
"359","10003800","NOT_JUVENILE",FALSE,FALSE,FALSE
"360","10001230","NOT_JUVENILE",TRUE,FALSE,TRUE
"361","10003014","NOT_JUVENILE",TRUE,FALSE,TRUE
"362","10006464","NOT_JUVENILE",FALSE,FALSE,FALSE
"363","10006467","NOT_JUVENILE",TRUE,FALSE,TRUE
"364","10003113","NOT_JUVENILE",TRUE,FALSE,TRUE
"365","10002503","NOT_JUVENILE",TRUE,FALSE,TRUE
"366","10000258","NOT_JUVENILE",FALSE,FALSE,FALSE
"367","10003114","NOT_JUVENILE",TRUE,FALSE,TRUE
"368","10006488","NOT_JUVENILE",TRUE,FALSE,TRUE
"369","10006188","JUVENILE",TRUE,FALSE,TRUE
"370","10001857","NOT_JUVENILE",FALSE,FALSE,FALSE
"371","10002003","NOT_JUVENILE",TRUE,FALSE,TRUE
"372","10001864","NOT_JUVENILE",FALSE,FALSE,FALSE
"373","10000725","NOT_JUVENILE",FALSE,FALSE,FALSE
"374","10006489","NOT_JUVENILE",TRUE,FALSE,TRUE
"375","10006328","NOT_JUVENILE",FALSE,FALSE,FALSE
"376","10006880","JUVENILE",TRUE,FALSE,TRUE
"377","10006495","NOT_JUVENILE",TRUE,FALSE,TRUE
"378","10006498","NOT_JUVENILE",TRUE,FALSE,TRUE
"379","10003088","NOT_JUVENILE",FALSE,FALSE,FALSE
"380","10005236","JUVENILE",TRUE,FALSE,TRUE
"381","10002354","NOT_JUVENILE",TRUE,FALSE,TRUE
"382","10000630","NOT_JUVENILE",FALSE,FALSE,FALSE
"383","10006850","JUVENILE",FALSE,FALSE,FALSE
"384","10002465","NOT_JUVENILE",FALSE,FALSE,FALSE
"385","10003286","NOT_JUVENILE",FALSE,FALSE,FALSE
"386","10006492","NOT_JUVENILE",TRUE,TRUE,FALSE
"387","10005663","NOT_JUVENILE",FALSE,FALSE,FALSE
"388","10002462","NOT_JUVENILE",TRUE,FALSE,TRUE
"389","10000409","NOT_JUVENILE",TRUE,FALSE,TRUE
"390","10006166","JUVENILE",FALSE,FALSE,FALSE
"391","10000525","NOT_JUVENILE",TRUE,FALSE,TRUE
"392","10001097","NOT_JUVENILE",FALSE,FALSE,FALSE
"393","10006058","NOT_JUVENILE",FALSE,TRUE,TRUE
"394","10002494","NOT_JUVENILE",TRUE,FALSE,TRUE
"395","10002700","JUVENILE",TRUE,FALSE,TRUE
"396","10006057","NOT_JUVENILE",TRUE,TRUE,FALSE
"397","10000916","NOT_JUVENILE",TRUE,FALSE,TRUE
"398","10004120","NOT_JUVENILE",TRUE,TRUE,FALSE
"399","10001084","NOT_JUVENILE",FALSE,FALSE,FALSE
"400","10001916","NOT_JUVENILE",TRUE,FALSE,TRUE
"401","10006365","NOT_JUVENILE",TRUE,FALSE,TRUE
"402","10006163","NOT_JUVENILE",FALSE,FALSE,FALSE
"403","10001311","NOT_JUVENILE",TRUE,FALSE,TRUE
"404","10003138","NOT_JUVENILE",FALSE,FALSE,FALSE
"405","10006833","JUVENILE",TRUE,FALSE,TRUE
"406","10001723","NOT_JUVENILE",TRUE,TRUE,FALSE
"407","10001149","NOT_JUVENILE",TRUE,FALSE,TRUE
"408","10001130","NOT_JUVENILE",TRUE,FALSE,TRUE
"409","10001257","NOT_JUVENILE",TRUE,FALSE,TRUE
"410","10001256","NOT_JUVENILE",TRUE,FALSE,TRUE
"411","10002438","NOT_JUVENILE",TRUE,FALSE,TRUE
"412","10002512","NOT_JUVENILE",FALSE,FALSE,FALSE
"413","10001193","NOT_JUVENILE",TRUE,FALSE,TRUE
"414","10001291","NOT_JUVENILE",FALSE,FALSE,FALSE
"415","10002331","NOT_JUVENILE",FALSE,FALSE,FALSE
"416","10002623","NOT_JUVENILE",TRUE,FALSE,TRUE
"417","10001929","NOT_JUVENILE",FALSE,FALSE,FALSE
"418","10002183","NOT_JUVENILE",TRUE,FALSE,TRUE
"419","10002626","NOT_JUVENILE",TRUE,FALSE,TRUE
"420","10002316","JUVENILE",TRUE,FALSE,TRUE
"421","10002652","NOT_JUVENILE",FALSE,FALSE,FALSE
"422","10002461","NOT_JUVENILE",TRUE,FALSE,TRUE
"423","10002487","NOT_JUVENILE",TRUE,FALSE,TRUE
"424","10002456","NOT_JUVENILE",TRUE,FALSE,TRUE
"425","10004903","JUVENILE",TRUE,FALSE,TRUE
"426","10003489","NOT_JUVENILE",TRUE,FALSE,TRUE
"427","10002888","NOT_JUVENILE",TRUE,FALSE,TRUE
"428","10002317","NOT_JUVENILE",TRUE,FALSE,TRUE
"429","10002620","NOT_JUVENILE",FALSE,FALSE,FALSE
"430","10001911","NOT_JUVENILE",TRUE,FALSE,TRUE
"431","10001904","NOT_JUVENILE",FALSE,FALSE,FALSE
